Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.84     0.00        1     0.00     0.00  caml_page_table_initialize
  0.00      3.84     0.00        1     0.00     0.00  caml_parse_ocamlrunparam
  0.00      3.84     0.00        1     0.00     2.99  caml_program
  0.00      3.84     0.00        1     0.00     0.00  caml_realloc_custom_table
  0.00      3.84     0.00        1     0.00     0.00  caml_realloc_ephe_ref_table
  0.00      3.84     0.00        1     0.00     0.00  caml_realloc_ref_table
  0.00      3.84     0.00        1     0.00     0.00  caml_record_backtrace
  0.00      3.84     0.00        1     0.00     0.00  caml_register_custom_operations
  0.00      3.84     0.00        1     0.00     0.00  caml_set_minor_heap_size
  0.00      3.84     0.00        1     0.00     0.00  caml_set_signal_action
  0.00      3.84     0.00        1     0.00     0.00  caml_startup_aux
  0.00      3.84     0.00        1     0.00     0.00  caml_startup_common
  0.00      3.84     0.00        1     0.00     0.00  caml_stat_alloc_aligned_noexc
  0.00      3.84     0.00        1     0.00     0.00  caml_stat_calloc_noexc
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_check_path
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_get_argv
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_get_config
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_getcwd
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_init
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_open
  0.00      3.84     0.00        1     0.00     0.00  caml_sys_random_seed
  0.00      3.84     0.00        1     0.00     0.00  caml_write_fd
  0.00      3.84     0.00        1     0.00     0.00  fill_hashtable
  0.00      3.84     0.00        1     0.00     0.00  hash_channel
  0.00      3.84     0.00        1     0.00     0.00  init_frame_descriptors
  0.00      3.84     0.00        1     0.00     0.00  realloc_gray_vals

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.26% of 3.84 seconds

index % time    self  children    called     name
                0.00    2.99       1/1           caml_start_program [2]
[1]     78.0    0.00    2.99       1         caml_program [1]
                0.00    2.98       1/1           camlMain__entry [3]
                0.00    0.00       1/1           camlParseTree__entry [63]
                0.00    0.00       1/1           camlDt__entry [64]
                0.00    0.00       1/1           camlUnify__entry [65]
                0.00    0.00       1/1           camlTypeChecker__entry [66]
                0.00    0.00       1/1           camlUnifyTypes__entry [67]
                0.00    0.00       1/1           camlInferVariableTypes__entry [69]
                0.00    0.00       1/1           camlListImp__entry [74]
                0.00    0.00       1/1           camlFlattenInstrForPrint__entry [71]
                0.00    0.00       1/1           camlExecuteCode__entry [70]
                0.00    0.00       1/1           camlLinearise__entry [73]
                0.00    0.00       1/1           camlGetDeclarations__entry [72]
                0.00    0.00       1/1           camlStdlib__sys__entry [83]
                0.00    0.00       1/1           camlStdlib__printexc__entry [91]
                0.00    0.00       1/1           camlCamlinternalOO__entry [90]
                0.00    0.00       1/1           camlStd_exit__entry [112]
                0.00    0.00       1/1           camlStdlib__format__entry [146]
                0.00    0.00       1/1           camlStdlib__parsing__entry [160]
                0.00    0.00       1/1           camlStdlib__entry [163]
                0.00    0.00       1/1           camlLogging__entry [190]
                0.00    0.00       1/1           camlStdlib__random__entry [203]
                0.00    0.00       1/1           camlParser__entry [220]
                0.00    0.00       1/1           camlLexer__entry [219]
                0.00    0.00       1/1           camlUtils__entry [223]
                0.00    0.00       1/1           camlCodeLoadStructure__entry [212]
                0.00    0.00       1/1           camlCodeStructureInArg__entry [213]
                0.00    0.00       1/1           camlGenCode__entry [217]
                0.00    0.00       1/1           camlGenFunctionTable__entry [218]
                0.00    0.00       1/1           camlCheckPredCalls__entry [211]
                0.00    0.00       1/1           camlExecuteFromFile__entry [216]
                0.00    0.00       1/1           camlRunall__entry [221]
                0.00    0.00       1/1           camlWriteInstrToFile__entry [224]
                0.00    0.00       1/1           camlCamlinternalFormatBasics__entry [480]
                0.00    0.00       1/1           camlStdlib__seq__entry [536]
                0.00    0.00       1/1           camlStdlib__char__entry [500]
                0.00    0.00       1/1           camlStdlib__uchar__entry [544]
                0.00    0.00       1/1           camlStdlib__list__entry [521]
                0.00    0.00       1/1           camlStdlib__bytes__entry [497]
                0.00    0.00       1/1           camlStdlib__string__entry [542]
                0.00    0.00       1/1           camlStdlib__marshal__entry [525]
                0.00    0.00       1/1           camlStdlib__obj__entry [529]
                0.00    0.00       1/1           camlStdlib__array__entry [493]
                0.00    0.00       1/1           camlStdlib__int32__entry [515]
                0.00    0.00       1/1           camlStdlib__int64__entry [516]
                0.00    0.00       1/1           camlStdlib__nativeint__entry [528]
                0.00    0.00       1/1           camlStdlib__lexing__entry [519]
                0.00    0.00       1/1           camlStdlib__set__entry [537]
                0.00    0.00       1/1           camlStdlib__map__entry [524]
                0.00    0.00       1/1           camlStdlib__stack__entry [538]
                0.00    0.00       1/1           camlStdlib__queue__entry [531]
                0.00    0.00       1/1           camlCamlinternalLazy__entry [486]
                0.00    0.00       1/1           camlStdlib__lazy__entry [518]
                0.00    0.00       1/1           camlStdlib__stream__entry [539]
                0.00    0.00       1/1           camlStdlib__buffer__entry [495]
                0.00    0.00       1/1           camlCamlinternalFormat__entry [481]
                0.00    0.00       1/1           camlStdlib__printf__entry [530]
                0.00    0.00       1/1           camlStdlib__arg__entry [491]
                0.00    0.00       1/1           camlStdlib__gc__entry [511]
                0.00    0.00       1/1           camlStdlib__digest__entry [501]
                0.00    0.00       1/1           camlStdlib__hashtbl__entry [514]
                0.00    0.00       1/1           camlStdlib__weak__entry [545]
                0.00    0.00       1/1           camlStdlib__scanf__entry [534]
                0.00    0.00       1/1           camlStdlib__callback__entry [499]
                0.00    0.00       1/1           camlCamlinternalMod__entry [487]
                0.00    0.00       1/1           camlStdlib__ephemeron__entry [502]
                0.00    0.00       1/1           camlStdlib__filename__entry [503]
                0.00    0.00       1/1           camlStdlib__arrayLabels__entry [492]
                0.00    0.00       1/1           camlStdlib__listLabels__entry [520]
                0.00    0.00       1/1           camlStdlib__bytesLabels__entry [496]
                0.00    0.00       1/1           camlStdlib__stringLabels__entry [540]
                0.00    0.00       1/1           camlStdlib__moreLabels__entry [527]
                0.00    0.00       1/1           camlStdlib__bigarray__entry [494]
-----------------------------------------------
                                                 <spontaneous>
[2]     78.0    0.00    2.99                 caml_start_program [2]
                0.00    2.99       1/1           caml_program [1]
-----------------------------------------------
                0.00    2.98       1/1           caml_program [1]
[3]     77.7    0.00    2.98       1         camlMain__entry [3]
                0.00    2.98       1/1           camlMain__runfiletest_101728 [4]
                0.00    0.00       1/233         caml_fresh_oo_id [381]
-----------------------------------------------
                0.00    2.98       1/1           camlMain__entry [3]
[4]     77.7    0.00    2.98       1         camlMain__runfiletest_101728 [4]
                0.00    2.98       1/1           camlExecuteFromFile__runFile_1058 [5]
                0.00    0.00       1/1           camlStdlib__format__fun_903479 [103]
                0.00    0.00       1/5422        caml_apply3 [56]
                0.00    0.00       3/81370415     caml_apply2 [34]
                0.00    0.00       2/5           camlCamlinternalFormat__make_printf_6203017 [441]
                0.00    0.00       1/1           camlCamlinternalFormat__k$27_6303047 [484]
                0.00    0.00       1/1           camlCamlinternalFormat__fun_8706681 [482]
                0.00    0.00       1/1           camlMain__fun_203934 [490]
                0.00    0.00       1/3           caml_apply5 [456]
                0.00    0.00       1/1           camlLogging__logError_1760 [489]
-----------------------------------------------
                0.00    2.98       1/1           camlMain__runfiletest_101728 [4]
[5]     77.7    0.00    2.98       1         camlExecuteFromFile__runFile_1058 [5]
                0.01    2.98       1/1           camlExecuteCode__executeInstructions_2980 [6]
                0.00    0.00       1/1           camlDt__fun_2012201 [172]
-----------------------------------------------
                0.01    2.98       1/1           camlExecuteFromFile__runFile_1058 [5]
[6]     77.7    0.01    2.98       1         camlExecuteCode__executeInstructions_2980 [6]
                0.71    0.85 49828748/49828748     camlExecuteCode__execute_2985 [7]
                0.19    1.14 49828747/49828747     camlExecuteCode__getStructureH_2991 [8]
                0.09    0.00 49828747/49828747     camlExecuteCode__getStructure_2992 [25]
                0.00    0.00       1/81368298     camlListImp__createNew_1228 [19]
                0.00    0.00       1/270232392     camlLogging__logDebug_1758 [11]
                0.00    0.00       1/81370415     caml_apply2 [34]
-----------------------------------------------
                0.71    0.85 49828748/49828748     camlExecuteCode__executeInstructions_2980 [6]
[7]     40.6    0.71    0.85 49828748         camlExecuteCode__execute_2985 [7]
                0.28    0.00 158444334/270232392     camlLogging__logDebug_1758 [11]
                0.19    0.00 40870781/40870781     camlExecuteCode__createEnvironment_2664 [17]
                0.17    0.00 121492727/323612078     caml_modify [12]
                0.15    0.00 71663853/81368298     camlListImp__createNew_1228 [19]
                0.04    0.00 71663853/81370415     caml_apply2 [34]
                0.00    0.03 2799376/33592441     camlStdlib__array__copy_1034 [13]
-----------------------------------------------
                0.19    1.14 49828747/49828747     camlExecuteCode__executeInstructions_2980 [6]
[8]     34.6    0.19    1.14 49828747         camlExecuteCode__getStructureH_2991 [8]
                0.10    0.95 30793065/30793065     camlUnify__backtrack_303065 [9]
                0.05    0.00 38444570/323612078     caml_modify [12]
                0.02    0.00 9704444/81368298     camlListImp__createNew_1228 [19]
                0.01    0.00 9704444/9704466     camlStdlib__array__init_1022 [51]
                0.01    0.00 9704444/81370415     caml_apply2 [34]
-----------------------------------------------
                0.10    0.95 30793065/30793065     camlExecuteCode__getStructureH_2991 [8]
[9]     27.3    0.10    0.95 30793065         camlUnify__backtrack_303065 [9]
                0.06    0.43 30793065/30793065     camlUnify__rewindStack_302755 [10]
                0.12    0.16 30793065/30793065     camlUnify__rewindTrail_202739 [15]
                0.13    0.00 92379195/323612078     caml_modify [12]
                0.05    0.00 30793065/270232392     camlLogging__logDebug_1758 [11]
-----------------------------------------------
                0.06    0.43 30793065/30793065     camlUnify__backtrack_303065 [9]
[10]    12.8    0.06    0.43 30793065         camlUnify__rewindStack_302755 [10]
                0.04    0.31 30793065/33592441     camlStdlib__array__copy_1034 [13]
                0.08    0.00 61586130/323612078     caml_modify [12]
-----------------------------------------------
                0.00    0.00       1/270232392     camlExecuteCode__executeInstructions_2980 [6]
                0.05    0.00 30793065/270232392     camlUnify__backtrack_303065 [9]
                0.14    0.00 80994992/270232392     camlUnify__rewindTrail_202739 [15]
                0.28    0.00 158444334/270232392     camlExecuteCode__execute_2985 [7]
